#,Index No,Result
1,20021224,F
2,21020019,C-
3,21020027,B+
4,21020035,A
5,21020043,D
6,21020051,C-
7,21020061,F
8,21020078,C+
9,21020086,A-
10,21020094,C
11,21020108,B
12,21020116,B
13,21020124,F
14,21020132,A-
15,21020142,A
16,21020159,F
17,21020167,B+
18,21020175,B-
19,21020183,B+
20,21020191,A
21,21020205,D
22,21020213,D+
23,21020221,B
24,21020231,E
25,21020248,C
26,21020256,C
27,21020264,C+
28,21020272,B
29,21020282,B+
30,21020299,F
31,21020302,A
32,21020312,A
33,21020329,B+
34,21020337,A-
35,21020345,B+
36,21020353,B
37,21020361,A-
38,21020371,D+
39,21020388,B+
40,21020396,C+
41,21020401,D+
42,21020418,F
43,21020426,E
44,21020434,B-
45,21020442,B+
46,21020452,B
47,21020469,A
48,21020477,F
49,21020485,B
50,21020493,C+
51,21020507,B+
52,21020515,C
53,21020523,C
54,21020531,D
55,21020541,A
56,21020558,C-
57,21020566,A-
58,21020574,B-
59,21020582,C
60,21020592,A
61,21020604,C+
62,21020612,D
63,21020622,C+
64,21020639,A-
65,21020647,F
66,21020655,C-
67,21020663,C+
68,21020671,B-
69,21020681,C
70,21020698,B-
71,21020701,C+
72,21020711,C+
73,21020728,B+
74,21020736,B-
75,21020744,B-
76,21020752,B
77,21020762,C
78,21020779,B
79,21020787,B
80,21020795,C-
81,21020809,B-
82,21020817,C
83,21020825,C+
84,21020833,B-
85,21020841,A
86,21020851,D+
87,21020868,D+
88,21020876,A
89,21020884,B-
90,21020892,B+
91,21020906,B+
92,21020914,C
93,21020922,E
94,21020932,F
95,21020949,C-
96,21020957,C
97,21020965,A+
98,21020973,B
99,21020981,C
100,21020991,A
101,21021007,A
102,21021015,C
103,21021023,A
104,21021031,F
105,21021041,C-
106,21021058,D
107,21021066,A
108,21021074,B-
109,21021082,F
110,18020151,E
111,19020122,F
112,20020074,C+
113,20020082,C
114,20020104,C-
115,20020351,F
116,20020368,F
117,20020392,F
118,20020481,F
119,20020503,E
120,20020848,C
121,20020912,C-
122,20021119,B-
123,20021135,B-
