#,Index No,Result
1,20020015,A
2,20020023,F
3,20020031,B-
4,20020041,C+
5,20020058,C+
6,20020066,B-
7,20020074,C-
8,20020082,F
9,20020092,D+
10,20020104,C+
11,20020112,A
12,20020122,D+
13,20020139,C+
14,20020147,C
15,20020155,B-
16,20020163,B
17,20020171,B
18,20020181,B
19,20020198,B
20,20020201,D+
21,20020211,B-
22,20020228,B+
23,20020236,C+
24,20020244,B
25,20020252,B-
26,20020262,B
27,20020279,C
28,20020287,C+
29,20020295,B-
30,20020309,C
31,20020317,C
32,20020325,D
33,20020333,F
34,20020341,C+
35,20020351,C
36,20020368,F
37,20020376,B+
38,20020384,B-
39,20020392,C+
40,20020406,B
41,20020414,C+
42,20020422,B
43,20020432,B+
44,20020449,D+
45,20020457,C
46,20020465,C
47,20020473,A
48,20020481,C
49,20020491,B
50,20020503,E
51,20020511,C
52,20020521,B+
53,20020538,B-
54,20020546,A-
55,20020554,A-
56,20020562,B-
57,20020572,D+
58,20020589,D+
59,20020597,B-
60,20020602,A-
61,20020619,B+
62,20020627,D+
63,20020635,D+
64,20020643,C+
65,20020651,C+
66,20020661,C
67,20020678,B+
68,20020686,C+
69,20020694,B
70,20020708,C+
71,20020716,C
72,20020724,B-
73,20020732,C
74,20020742,A
75,20020759,B-
76,20020767,C+
77,20020775,B
78,20020783,B
79,20020791,B-
80,20020805,C
81,20020813,C+
82,20020821,C
83,20020831,C
84,20020848,C-
85,20020856,A-
86,20020864,C+
87,20020872,A-
88,20020882,C+
89,20020899,B-
90,20020902,C+
91,20020912,D+
92,20020929,C+
93,20020937,C+
94,20020945,C-
95,20020953,D+
96,20020961,A-
97,20020971,C+
98,20020988,B-
99,20020996,B
100,20021003,B
101,20021011,B-
102,20021021,C-
103,20021038,C+
104,20021046,D+
105,20021054,B
106,20021062,F
107,20021072,B-
108,20021089,B
109,20021097,B
110,20021102,C
111,20021119,C
112,20021127,F
113,20021135,B-
114,20021143,C+
115,20021151,C
116,20021161,C
117,20021178,D
118,20021186,C+
119,20021194,B-
120,20021208,B
121,20021216,D
122,20021224,F
123,20021232,B-
124,18020054,E
125,18020844,D
126,19020058,C
127,19020092,E
128,19020104,F
129,19020122,F
130,19020252,F
131,19020309,C
132,19020643,D
133,19020661,F
134,19020813,C-
135,19020937,F
136,19020759,D+
